annee,regime,indicateur,valeur,unite,denominateur,source,note
2008,"travailleurs non salariés, secteur agricole",actifs,82961.0,personnes,Σ classes × coefficient × SMAG × 300 j,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 210)",
2009,"travailleurs non salariés, secteur agricole",actifs,90916.0,personnes,Σ classes × coefficient × SMAG × 300 j,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 210)",
2010,"travailleurs non salariés, secteur agricole",actifs,102026.0,personnes,Σ classes × coefficient × SMAG × 300 j,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 210)",
2011,"travailleurs non salariés, secteur agricole",actifs,102811.0,personnes,Σ classes × coefficient × SMAG × 300 j,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 210)",
2012,"travailleurs non salariés, secteur agricole",actifs,108244.0,personnes,Σ classes × coefficient × SMAG × 300 j,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 210)",
2013,"travailleurs non salariés, secteur agricole",actifs,117632.0,personnes,Σ classes × coefficient × SMAG × 300 j,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 210)",
2014,"travailleurs non salariés, secteur agricole",actifs,121871.0,personnes,Σ classes × coefficient × SMAG × 300 j,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 210)",
2015,"travailleurs non salariés, secteur agricole",actifs,122578.0,personnes,Σ classes × coefficient × SMAG × 300 j,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 210)",
2016,"travailleurs non salariés, secteur agricole",actifs,126635.0,personnes,Σ classes × coefficient × SMAG × 300 j,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 210)",
2017,"travailleurs non salariés, secteur agricole",actifs,129582.0,personnes,Σ classes × coefficient × SMAG × 300 j,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 210)",
2005,"travailleurs non salariés, secteur agricole",assiette (dénominateur),154.922551,millions de dinars,Σ classes × coefficient × SMAG × 300 j,"calcul ; classes : CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires ; décret n° 95-1166 du 3 juillet 1995, art. 7 et 9, JORT n° 55 du 11 juillet 1995, p. 1486-1489 (https://www.pist.tn/jort/1995/1995F/Jo05595.pdf) ; décret n° 96-1797 du 30 septembre 1996, art. 1er, JORT n° 82 du 11 octobre 1996, p. 2021 (https://www.pist.tn/jort/1996/1996F/Jo08296.pdf) : 300 jours depuis le 1er décembre 1998","SMAG au 1er janvier : décret n° 2004-1804, JORT n° 63 du 6 août 2004, p. 2258 (https://www.pist.tn/jort/2004/2004F/Jo0632004.pdf) ; somme des classes 64305 pour 64305 actifs"
2006,"travailleurs non salariés, secteur agricole",assiette (dénominateur),170.504447,millions de dinars,Σ classes × coefficient × SMAG × 300 j,"calcul ; classes : CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires ; décret n° 95-1166 du 3 juillet 1995, art. 7 et 9, JORT n° 55 du 11 juillet 1995, p. 1486-1489 (https://www.pist.tn/jort/1995/1995F/Jo05595.pdf) ; décret n° 96-1797 du 30 septembre 1996, art. 1er, JORT n° 82 du 11 octobre 1996, p. 2021 (https://www.pist.tn/jort/1996/1996F/Jo08296.pdf) : 300 jours depuis le 1er décembre 1998","SMAG au 1er janvier : décret n° 2005-2321, JORT n° 68 du 26 août 2005, p. 2320 (https://www.pist.tn/jort/2005/2005F/Jo0682005.pdf) ; somme des classes 68915 pour 68915 actifs"
2007,"travailleurs non salariés, secteur agricole",assiette (dénominateur),191.837113,millions de dinars,Σ classes × coefficient × SMAG × 300 j,"calcul ; classes : CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires ; décret n° 95-1166 du 3 juillet 1995, art. 7 et 9, JORT n° 55 du 11 juillet 1995, p. 1486-1489 (https://www.pist.tn/jort/1995/1995F/Jo05595.pdf) ; décret n° 96-1797 du 30 septembre 1996, art. 1er, JORT n° 82 du 11 octobre 1996, p. 2021 (https://www.pist.tn/jort/1996/1996F/Jo08296.pdf) : 300 jours depuis le 1er décembre 1998","SMAG au 1er janvier : décret n° 2006-2099, JORT n° 62 du 4 août 2006, p. 2113 (https://www.pist.tn/jort/2006/2006F/Jo0622006.pdf) ; somme des classes 75250 pour 75250 actifs"
2008,"travailleurs non salariés, secteur agricole",assiette (dénominateur),217.770524,millions de dinars,Σ classes × coefficient × SMAG × 300 j,"calcul ; classes : CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires ; décret n° 95-1166 du 3 juillet 1995, art. 7 et 9, JORT n° 55 du 11 juillet 1995, p. 1486-1489 (https://www.pist.tn/jort/1995/1995F/Jo05595.pdf) ; décret n° 96-1797 du 30 septembre 1996, art. 1er, JORT n° 82 du 11 octobre 1996, p. 2021 (https://www.pist.tn/jort/1996/1996F/Jo08296.pdf) : 300 jours depuis le 1er décembre 1998","SMAG au 1er janvier : décret n° 2007-2080, JORT n° 67 du 21 août 2007, p. 2910 (https://www.pist.tn/jort/2007/2007F/Jo0672007.pdf) ; somme des classes 82961 pour 82961 actifs"
2009,"travailleurs non salariés, secteur agricole",assiette (dénominateur),249.407764,millions de dinars,Σ classes × coefficient × SMAG × 300 j,"calcul ; classes : CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires ; décret n° 95-1166 du 3 juillet 1995, art. 7 et 9, JORT n° 55 du 11 juillet 1995, p. 1486-1489 (https://www.pist.tn/jort/1995/1995F/Jo05595.pdf) ; décret n° 96-1797 du 30 septembre 1996, art. 1er, JORT n° 82 du 11 octobre 1996, p. 2021 (https://www.pist.tn/jort/1996/1996F/Jo08296.pdf) : 300 jours depuis le 1er décembre 1998","SMAG au 1er janvier : décret n° 2008-2073, JORT n° 46 du 6 juin 2008, p. 1737 (https://www.pist.tn/jort/2008/2008F/Jo0462008.pdf) ; somme des classes 90916 pour 90916 actifs"
2010,"travailleurs non salariés, secteur agricole",assiette (dénominateur),286.613895,millions de dinars,Σ classes × coefficient × SMAG × 300 j,"calcul ; classes : CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires ; décret n° 95-1166 du 3 juillet 1995, art. 7 et 9, JORT n° 55 du 11 juillet 1995, p. 1486-1489 (https://www.pist.tn/jort/1995/1995F/Jo05595.pdf) ; décret n° 96-1797 du 30 septembre 1996, art. 1er, JORT n° 82 du 11 octobre 1996, p. 2021 (https://www.pist.tn/jort/1996/1996F/Jo08296.pdf) : 300 jours depuis le 1er décembre 1998","SMAG au 1er janvier : décret n° 2009-2258, JORT n° 62 du 4 août 2009, p. 2140 (https://www.pist.tn/jort/2009/2009F/Jo0622009.pdf) ; somme des classes 102026 pour 102026 actifs"
2011,"travailleurs non salariés, secteur agricole",assiette (dénominateur),298.92717,millions de dinars,Σ classes × coefficient × SMAG × 300 j,"calcul ; classes : CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires ; décret n° 95-1166 du 3 juillet 1995, art. 7 et 9, JORT n° 55 du 11 juillet 1995, p. 1486-1489 (https://www.pist.tn/jort/1995/1995F/Jo05595.pdf) ; décret n° 96-1797 du 30 septembre 1996, art. 1er, JORT n° 82 du 11 octobre 1996, p. 2021 (https://www.pist.tn/jort/1996/1996F/Jo08296.pdf) : 300 jours depuis le 1er décembre 1998","SMAG au 1er janvier : décret n° 2010-1747, JORT n° 58 du 20 juillet 2010, p. 1998 (https://www.pist.tn/jort/2010/2010F/Jo0582010.pdf) ; somme des classes 102811 pour 102811 actifs"
2012,"travailleurs non salariés, secteur agricole",assiette (dénominateur),334.1277,millions de dinars,Σ classes × coefficient × SMAG × 300 j,"calcul ; classes : CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires ; décret n° 95-1166 du 3 juillet 1995, art. 7 et 9, JORT n° 55 du 11 juillet 1995, p. 1486-1489 (https://www.pist.tn/jort/1995/1995F/Jo05595.pdf) ; décret n° 96-1797 du 30 septembre 1996, art. 1er, JORT n° 82 du 11 octobre 1996, p. 2021 (https://www.pist.tn/jort/1996/1996F/Jo08296.pdf) : 300 jours depuis le 1er décembre 1998","SMAG au 1er janvier : décret n° 2011-681, JORT n° 42 du 10 juin 2011, p. 902 (https://www.pist.tn/jort/2011/2011F/Jo0422011.pdf ; effet au 1er mai 2011 selon l'édition arabe, art. 6 — la traduction française imprime « 1er mars ») ; somme des classes 108244 pour 108244 actifs"
2013,"travailleurs non salariés, secteur agricole",assiette (dénominateur),463.773844,millions de dinars,Σ classes × coefficient × SMAG × 300 j,"calcul ; classes : CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires ; décret n° 95-1166 du 3 juillet 1995, art. 7 et 9, JORT n° 55 du 11 juillet 1995, p. 1486-1489 (https://www.pist.tn/jort/1995/1995F/Jo05595.pdf) ; décret n° 96-1797 du 30 septembre 1996, art. 1er, JORT n° 82 du 11 octobre 1996, p. 2021 (https://www.pist.tn/jort/1996/1996F/Jo08296.pdf) : 300 jours depuis le 1er décembre 1998","SMAG au 1er janvier : décret n° 2012-1982, art. 1er (second palier), même référence ; somme des classes 117632 pour 117632 actifs"
2014,"travailleurs non salariés, secteur agricole",assiette (dénominateur),475.749817,millions de dinars,Σ classes × coefficient × SMAG × 300 j,"calcul ; classes : CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires ; décret n° 95-1166 du 3 juillet 1995, art. 7 et 9, JORT n° 55 du 11 juillet 1995, p. 1486-1489 (https://www.pist.tn/jort/1995/1995F/Jo05595.pdf) ; décret n° 96-1797 du 30 septembre 1996, art. 1er, JORT n° 82 du 11 octobre 1996, p. 2021 (https://www.pist.tn/jort/1996/1996F/Jo08296.pdf) : 300 jours depuis le 1er décembre 1998","SMAG au 1er janvier : décret n° 2012-1982, art. 1er (second palier), même référence ; somme des classes 121871 pour 121871 actifs"
2015,"travailleurs non salariés, secteur agricole",assiette (dénominateur),502.580873,millions de dinars,Σ classes × coefficient × SMAG × 300 j,"calcul ; classes : CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires ; décret n° 95-1166 du 3 juillet 1995, art. 7 et 9, JORT n° 55 du 11 juillet 1995, p. 1486-1489 (https://www.pist.tn/jort/1995/1995F/Jo05595.pdf) ; décret n° 96-1797 du 30 septembre 1996, art. 1er, JORT n° 82 du 11 octobre 1996, p. 2021 (https://www.pist.tn/jort/1996/1996F/Jo08296.pdf) : 300 jours depuis le 1er décembre 1998","SMAG au 1er janvier : décret n° 2014-2908, JORT n° 66 du 15 août 2014, p. 2064 (https://www.pist.tn/jort/2014/2014F/Jo0662014.pdf) ; somme des classes 122578 pour 122578 actifs"
2016,"travailleurs non salariés, secteur agricole",assiette (dénominateur),544.869,millions de dinars,Σ classes × coefficient × SMAG × 300 j,"calcul ; classes : CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires ; décret n° 95-1166 du 3 juillet 1995, art. 7 et 9, JORT n° 55 du 11 juillet 1995, p. 1486-1489 (https://www.pist.tn/jort/1995/1995F/Jo05595.pdf) ; décret n° 96-1797 du 30 septembre 1996, art. 1er, JORT n° 82 du 11 octobre 1996, p. 2021 (https://www.pist.tn/jort/1996/1996F/Jo08296.pdf) : 300 jours depuis le 1er décembre 1998","SMAG au 1er janvier : décret gouvernemental n° 2015-1763, JORT n° 91 du 13 novembre 2015, p. 2710 (https://www.pist.tn/jort/2015/2015F/Jo0912015.pdf) ; somme des classes 126635 pour 126635 actifs"
2017,"travailleurs non salariés, secteur agricole",assiette (dénominateur),593.399321,millions de dinars,Σ classes × coefficient × SMAG × 300 j,"calcul ; classes : CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires ; décret n° 95-1166 du 3 juillet 1995, art. 7 et 9, JORT n° 55 du 11 juillet 1995, p. 1486-1489 (https://www.pist.tn/jort/1995/1995F/Jo05595.pdf) ; décret n° 96-1797 du 30 septembre 1996, art. 1er, JORT n° 82 du 11 octobre 1996, p. 2021 (https://www.pist.tn/jort/1996/1996F/Jo08296.pdf) : 300 jours depuis le 1er décembre 1998","SMAG au 1er janvier : décret gouvernemental n° 2017-669 du 5 juin 2017 (effet rétroactif), JORT n° 45 du 6 juin 2017, éd. arabe p. 1878 (https://www.pist.tn/jort/2017/2017A/Ja0452017.pdf) ; somme des classes 129582 pour 129582 actifs"
2005,"travailleurs non salariés, secteur agricole",coefficient moyen de classe,1.196991,multiple du SMAG,,calcul,Σ assurés × coefficient ÷ assurés
2006,"travailleurs non salariés, secteur agricole",coefficient moyen de classe,1.193673,multiple du SMAG,,calcul,Σ assurés × coefficient ÷ assurés
2007,"travailleurs non salariés, secteur agricole",coefficient moyen de classe,1.192,multiple du SMAG,,calcul,Σ assurés × coefficient ÷ assurés
2008,"travailleurs non salariés, secteur agricole",coefficient moyen de classe,1.185786,multiple du SMAG,,calcul,Σ assurés × coefficient ÷ assurés
2009,"travailleurs non salariés, secteur agricole",coefficient moyen de classe,1.180056,multiple du SMAG,,calcul,Σ assurés × coefficient ÷ assurés
2010,"travailleurs non salariés, secteur agricole",coefficient moyen de classe,1.167737,multiple du SMAG,,calcul,Σ assurés × coefficient ÷ assurés
2011,"travailleurs non salariés, secteur agricole",coefficient moyen de classe,1.15654,multiple du SMAG,,calcul,Σ assurés × coefficient ÷ assurés
2012,"travailleurs non salariés, secteur agricole",coefficient moyen de classe,1.14326,multiple du SMAG,,calcul,Σ assurés × coefficient ÷ assurés
2013,"travailleurs non salariés, secteur agricole",coefficient moyen de classe,1.132145,multiple du SMAG,,calcul,Σ assurés × coefficient ÷ assurés
2014,"travailleurs non salariés, secteur agricole",coefficient moyen de classe,1.120984,multiple du SMAG,,calcul,Σ assurés × coefficient ÷ assurés
2015,"travailleurs non salariés, secteur agricole",coefficient moyen de classe,1.110774,multiple du SMAG,,calcul,Σ assurés × coefficient ÷ assurés
2016,"travailleurs non salariés, secteur agricole",coefficient moyen de classe,1.103249,multiple du SMAG,,calcul,Σ assurés × coefficient ÷ assurés
2017,"travailleurs non salariés, secteur agricole",coefficient moyen de classe,1.111273,multiple du SMAG,,calcul,Σ assurés × coefficient ÷ assurés
2005,"travailleurs non salariés, secteur agricole",pension moyenne mensuelle,54.05,dinars par mois,Σ classes × coefficient × SMAG × 300 j,calcul,numérateur ÷ pensionnés ÷ 12
2006,"travailleurs non salariés, secteur agricole",pension moyenne mensuelle,57.5,dinars par mois,Σ classes × coefficient × SMAG × 300 j,calcul,numérateur ÷ pensionnés ÷ 12
2007,"travailleurs non salariés, secteur agricole",pension moyenne mensuelle,58.79,dinars par mois,Σ classes × coefficient × SMAG × 300 j,calcul,numérateur ÷ pensionnés ÷ 12
2008,"travailleurs non salariés, secteur agricole",pension moyenne mensuelle,62.99,dinars par mois,Σ classes × coefficient × SMAG × 300 j,calcul,numérateur ÷ pensionnés ÷ 12
2009,"travailleurs non salariés, secteur agricole",pension moyenne mensuelle,64.52,dinars par mois,Σ classes × coefficient × SMAG × 300 j,calcul,numérateur ÷ pensionnés ÷ 12
2010,"travailleurs non salariés, secteur agricole",pension moyenne mensuelle,68.91,dinars par mois,Σ classes × coefficient × SMAG × 300 j,calcul,numérateur ÷ pensionnés ÷ 12
2011,"travailleurs non salariés, secteur agricole",pension moyenne mensuelle,74.98,dinars par mois,Σ classes × coefficient × SMAG × 300 j,calcul,numérateur ÷ pensionnés ÷ 12
2012,"travailleurs non salariés, secteur agricole",pension moyenne mensuelle,81.0,dinars par mois,Σ classes × coefficient × SMAG × 300 j,calcul,numérateur ÷ pensionnés ÷ 12
2013,"travailleurs non salariés, secteur agricole",pension moyenne mensuelle,99.07,dinars par mois,Σ classes × coefficient × SMAG × 300 j,calcul,numérateur ÷ pensionnés ÷ 12
2014,"travailleurs non salariés, secteur agricole",pension moyenne mensuelle,103.05,dinars par mois,Σ classes × coefficient × SMAG × 300 j,calcul,numérateur ÷ pensionnés ÷ 12
2015,"travailleurs non salariés, secteur agricole",pension moyenne mensuelle,110.32,dinars par mois,Σ classes × coefficient × SMAG × 300 j,calcul,numérateur ÷ pensionnés ÷ 12
2016,"travailleurs non salariés, secteur agricole",pension moyenne mensuelle,113.88,dinars par mois,Σ classes × coefficient × SMAG × 300 j,calcul,numérateur ÷ pensionnés ÷ 12
